company,position,skill
퓨쳐스콜레,[라이브클래스] Back-end Engineer,"LiveKlass, AWS, DevOps, SRE, Jira, Slack, Notion, Github, Backend, Java, Spring, Framework, Boot, MVC, Data, JPA, Security, MariaDB, MariaDBMySQL, ORMJPA, Hibernate, Native, Query, Docker, EC2, S3, RDSMariaDB, Lambda, SQS, SNS, Compose, ECS, EKS, K8S, CICD, GitHub, Actions, Jenkins, RESTful, API, Git, JUnit, Mockito, MSA, EDA, Top, Slow, Redis, Kafka, RabbitMQ, Kubernetes, Vulnerability, OWASP, TDDTestDriven, Development"
프리윌린,[개발팀] Tech Innovation 워킹그룹 백엔드 개발자 (8년 이상),"QA, AI, Java, Spring, Kotlin, Golang, Python, Nodejs, RDBNoSQL, ORM, AWS, Cloud, Kubernetes, GPT, LLM"
프리윌린,[개발팀] Tech Innovation 워킹그룹 풀스택 개발자 (8년 이상),"QA, AI, React, TypeScript, SPAReact, Vuejs, Angular, KotlinJava, with, Spring, Python, Nodejs, Golang, RDBNoSQL, ORM, AWS, Cloud, Kubernetes, GPT, LLM, ReactAdmin, MUI, Windows"
프리윌린,[개발팀] 매쓰플랫 백엔드 개발자 (6년 이상),"Product, Team, KotlinJava, Spring, Boot, RDBNoSql, ORM, AWS, Cloud, kubernetes"
이글루코퍼레이션,웹어플리케이션 백엔드 개발(2년이상),"AI, Java, Spring, Boot, RESTful, API, MySQLMariaDB, DBMS, Linux, Data, JPA, ORM, Elasticsearch, Apache, Kafka"
피트크루,AI 프로덕트 엔지니어,"Pillo, Product, Developer, AI, Interaction, Checker, Prescription, OCR, Optional, ML, RESTful, API, AWS, GCP, Azure, agent, HIPAA, GDPR"
페칭,패션 플랫폼 Node.js 백엔드 개발자,"Nodejs, API, AWS, TypeScript, Nestjs, MySQL, Aurora, RDS, ECS, Elastic, Cloud, RabbitMQ, Nextjs, React, Native, Notion, Slack, CS, OSNetworkDBData, StructureAlgorithm, Server, Language, JSPythonJAVAKotlinGOC++, Web, Framework, NestDjangoFastAPISpring, MySQLMaria, DB, RDBMS, NoSQL, Git, SVN, Docker, Technical"
위메이드(WEMADE),DB운영 담당자,"DBMS, SQLServer, MySQL, MongoDB, DB, Azure, Atlas, AWS, DBSQLServer, MYSQL"
위메이드(WEMADE),백엔드 개발(게임 퍼블리싱),"Push, weplat, JAVA, Spring, Boot, Web, Application, RDBMSMySQL, Cloud, ServiceAWS, Azure, GCP"
원티드_일본 현지 채용,"[CADDi Inc.] Senior Software Engineer, Backend - Workflow Engine(English)_근무지 일본","This, position, is, for, the, CADDi, DRAWER, Group, Workflow, Engine, Team, Platform, based, on, Topologies, that, collaborates, with, other, teams, to, provide, a, solution, run, heavy, workloads, in, an, asynchronous, way, The, mission, and, maintain, platform, execute, tasks, orchestrated, concurrent, scalable, waySome, examples, of, deals, are, drawing, conversion, attribute, extraction, MLbased, features, analysis, etcThe, team, actively, uses, Kubernetes, workflow, engine, RustTypescript, define, domain, logic, executed, as, stepsSpecific, duties, design, implementation, Evaluating, middleware, frameworks, etc, System, architecture, Costperformance, tuning, Besides, we, recruiting, this, time, you, may, be, assigned, depending, your, experience, preferences, In, case, would, happy, discuss, at, interview, After, joining, company, role, change, due, organizational, growth, or, individuals, career, perspective##, Development, Environment, FrontendTypeScriptReactNextjs, BackendRustaxumTypeScriptNodejsExpressFastifyNestJS, Machine, LearningAlgorithmRustPythonOpenCVPyTorchTorchServeElasticsearchVertex, AI, InfrastructureGoogle, CloudGoogle, EngineAnthos, Service, MeshIstioCloudflareArgo, Workflows, Event, BusCloud, PubSub, DevOpsGitHubGitHub, ActionsArgoCDKustomizeHelmTerraformDatadogMixPanelSentry, DataCloudSQLPostgreSQLAlloyDBBigQuerydbttrocco, APIGraphQLRESTgRPC, AuthenticationAuth0, Other, toolsGitHub, CopilotFigmaStorybook, CommunicationSlackDiscordJIRAMiroConfluence, +, years, handson, developing, backend, systems, web, applications, Experience, decisionmaking, regarding, technology, selection, construction, entire, service, Handson, statically, typed, programming, languages, such, RustJavaC++Go, development, using, public, cloud, platforms, AWS, Google, Cloud, Businesslevel, English, proficiency, communication, mainly, Need, move, Japan, Conversationallevel, Japanese, proficiencyJapanese, Language, Proficiency, Test, N2, above, guideline, external, mix, Rust, used, operating, services, container, technologies, Docker, designing, microservices, websites, consideration, security, requirements, largescale, two, more, including, frontend, personal, projects, Fundamental, knowledge, data, structures, algorithms, building, monitoring, infrastructure, tools, like, DatadogPreferred, mindset, Individuals, who, understand, our, Unleash, potential, manufacturing, can, confront, essential, challenges, take, action, sense, ownership, resolve, them, perform, their, positive, attitude, constructive, discussions, fastchanging, highly, uncertain, situations, communicate, respectful, considering, context, resolution, others"
포티투닷(42dot),Senior Backend Engineer (IVI App Market),"InVehicleInfotainment, Backend, IVI, REST, API, Global, 3rd, party, Java, Spring, Boot, AWS, K8S, SQL, NoSQL, Git, Jira, CICD, Scale, Android, Automotive, App"
미리디,[미리캔버스] 백엔드 개발자,"MSA, AI, PM, Java, Spring, AWS, RESTful, API, DB, OOP, CS, WebFlux, Reactive, Programming, Framework, PostgreSQL, MongoDB, DynamoDB, Redis, Vector, Opensearch, Datadog, CloudWatch, Databricks"
파인더갭,"풀스택 Engineer (Senior, 5년 이상)","Web, Backend, NodeNestJS, Express, JavaScript, TypeScriptFrontend, React, Nextjs, TypeScript, ReactQuery, Zustand, StyledcomponentsCommon, PNPM, Webpack, Babel, Docker, ArgoCD, CodePipelineDatabase, mongodb, mysql, RedisInfrastructure, AWS, or, Azure, Nodejs, Javascript, GA, Hotjar, SEO, RDBMS, NoSQL, Mysql, Mongodb, GCP, application, Full, stack, engineer, Real, world, large, scale"
스콥정보통신,리눅스서버 SW 개발자,"Linux, os, IP, Network, Layer, TCP, UDP, 1CC++GoPython, 2Linux, OS, TCPUDP, Multithread, Mutiprocess, Muticore, Kernel, L2L3L4L7, DPDK, eBPF, XDP, VPN, WireguardIPsecSSL"
화이트큐브,[챌린저스] 백엔드 개발자 (3년 이상),"API, MVP, Agile, CICD, DevOps, Go, Java, Kotlin, Kubernetes, k8s"
피치에이아이,소프트웨어 엔지니어 (3년 이상),"API, Django, Cloud, Native, kafka, argo, workflows, eks, cd"
스테이션3(다방),[플랫폼개발실] Back-end 개발자,"Spring, Boot, REST, API, CICD, Java, Mybatis, RDBMS, Modern, MSA, RESTful, AWS, Reactive, Streams, Kotlin, ORM, NoSQL"
미리비트,하이닉스 K8S기반 Data Platform DSP서비스 구축,"K8S, DSP, Lakehouse, Catalog, Backend, Multi, Engine, SQL, Metadata, Explorer, Lineage, UI, Data, Map, GitOps, DevOps, Iceberg, Helm, Operator"
화이트큐브,백엔드 개발자(자동차 구독 신사업),"API, MVP, Agile, CICD, DevOps, Go, Nestjs, Nodejs, Java, kotlin"
두나무(업비트/증권플러스),Backend Engineer (업비트 회원 서비스 개발),"Spring, FrameworkKotlinJava, Framework, JVM, OS, Network, RDBMS, SQL, AWS, Docker, Kubernetes, DDD, TDD, Github, Gitlab, Bit, Bucket, DF, Tower"
웨이브릿지,Front-end Developer,"Frontend, Web, UX, React, TypeScript, HTML, CSS, JavaScript, Backend, UIUX, Nextjs, ReactQuery, Jotai, Tailwind, Emotion, MonorepoNx, Vite, Storybook, Bitbucket, Figma, Slack, Jira, Confluence"
지피에이코리아,웹/앱개발자,"Git, HTML5, CSS3, Typescript, javascript, ES6, PHP, NodejsExpress, AWSEC2, RDS, S3, MySQL, MongoDBGraphQL, Android, Java, Kotlin"
미리디,[미리캔버스] 시니어 백엔드 개발자,"Java, Spring, AWS, RESTful, API, WebFlux, Boot, PostgreSQL, MongoDB, DynamoDB, Redis, Vector, Opensearch, Datadog, CloudWatch, Databricks"
티피씨인터넷,안드로이드 개발자,"Kotlin, Coroutine, Flow, Android, UIUX, PM"
미소(miso),Back-end Developer(5년이상),"Backend, Developer, Infrastructure, Engineer, Product, manager, Frontend, developer, requirement, MSA, Nodejs, RDBMS, NoSQL, Storage, Linux, AWS, Docker, Test, Driven, Development, TDD"
겟차,백엔드 개발자,"DevOps, Legacy, Migration, Microservice, Architecture, DDD, Kubernetes, Docker, AWS, MySQL, NoSQL, DB, Redis"
에이치티비욘드,Backend Engineer,"PO, PM, Facility, Business, JavaKotlinSpring, Kafka, Redis, SQLpostgreSQL, NoSQLmongoDB, MSA, REST, API, Backend, Java, Kotlin, httpswwwinterviewbitcomproblemsnumberof1bitshttpswwwinterviewbitcomproblemsstairshttpswwwinterviewbitcomproblemsmaxsumcontiguoussubarray"
에스아이에이,Backend Engineer,"AI, Kotlin, Spring, WebFlux, Reactive, PostgreSQL, R2DBC, AWS, GCP, Kubernetes, Product, Owner, Designer, Frontend, Engineer, Test, RESTful, API, Java, JVM, Public, Cloud, Python, SQLAlchemy, Kotest, OnPremise, CloudAWS, k8s, GitHub, Actions, ArgoCD, Jira, MS, Teams, JetBrains, development, tools, GitKraken, Programming, GDAL, titiler"
두꺼비세상,[피터팬의 좋은방 구하기] 백엔드 개발,"PHP, Laravel, MySQL, Redis, OpenSearch, SprintBoot, ISMS, Scrum, Jira, Confluence, Git, Docker, Slack"
하우빌드,Server Engineer(3년 이상),"Spring, JPA, DB, Git, Kotlin, AWS"
버즈빌(buzzvil),[버즈베네핏] 백엔드 개발자 (3년 이상),"API, Feature, Flag, AB, MAU, Go, Python, MySQL, DynamoDB, Redis, Elasticsearch, Kafka, Kubernetes, gRPC, REST, Jira, Confluence, Slack, Github, CICD, Action, Argo, CD, Gitploy, Datadog, Grafana, Prometheus, Loki, AWS, CloudWatch, Golang"
한화생명보험,[COE부문] AI Modeling Engineer,"Chatbot, API, ChatGPT, PlugIn, RAG, Prompt, Engineering, FewZero, Shot, Learning, NLP, Search, Modeling, NLU, DM, NLG, QA, ChitChat, Gemini, Claude, PyTorch, Tensorflow, Huggingface, AI, assistant"
퀸라이브,"시니어 백엔드 개발자 (Node.js, 7년 이상) (재택근무)","AWS, Kubernetes, Nodejs, +, REST, API, Redis, Kafka, MySQL, RDB, SQL, Typescript, Integration, Technical, git, SocketIO, Nestjs, TypeORM, Socketio"
씨메스(CMES),backend (python) 개발자,"AI, backend, log, db, Test, python, C++, javascript, framework, FastAPI, React, HTML, FSM, ros, zeromq, Python, Django, Flask, Nextjs, SQL, NoSQL, API, RESTful, GraphQL, AWS, Azure, Google, Cloud, Platform, Git"
비사이드코리아,Back-end Engineer (5년~),"RestAPI, Java, Kotlin, JPA, Spring, Boot, SQL, NoSQL, AWS, GCP, Azure"
보끄레머천다이징,AI Data 분석 및 자동화,"Fashion, Multimodal, AI, Agent, MD, Python, MCP, Web, Full, Stack, +, REST, API, AWS, GCP, SQL, NoSQL"
페이민트,서버 백엔드 개발자(Java/Kotlin),"Spring, Framework, Java, RDBMSMYSQL, Boot, GIT, AWS, Kafka, Docker, Kubernetes, Kotlin"
오아시스비즈니스,[5년 이상] 백엔드 개발자,"API, Spring, Boot, JPA, QueryDSL, Batch, MSA, Cloud, DB, Container, RDBMS, NoSQL, GCP, Kubernates"
팀플러스,[티켓베이] 클라우드 인프라 엔지니어(SRE/DevOps),"Kubernetesk8s, ISMSP, GitHub, Actions, EKS, ECS, KafkaMKS, AWS, MSA, Linux, CICD, Bash, Python, Terraform, Ansible, IaC"
와따에이아이,[판교] 백엔드 JAVA 개발자,"BtoB, DB, API, Legacy, AWS, java, springboot, AWSEC2, S3, EBS, DBMS, PostgreSQL, MongoDB, Redis, Github, Jira, Confluence, Google, Chat, Slack, InteliJ, Postman, Datagrid, VS, Code, JAVA, Spring, spring, boot, REST, RDB, CICD, jenkins, github, actions, kubernetes, Nodejs, jsp, DevOps"
티맵모빌리티,Backend Engineer - 로컬인프라,"Content, provider, Place, PM, Backend, Python, Java, Kotlin, Spring, FrameworkBatch, Integration, Data, SCDF, RDBMSPostgreSQL, MySQL, NoSQL, DB, Batch, Task, POI, K8S, Cloud, Flow, Debezium, CDC, PostGIS, Oracle, GIS"
아이오트러스트,백엔드 개발 (블록체인/Web3지갑),"Nodejs, Typescript, ESM, +, Nestjs, Prisma, MSA, Kafka, AWS, Github, VSCode, Slack, Notion, ChatGPT, DB, NodejsTypescript, Rest, Linux, NoSQL, Contract, CI, DevOps"
티맵모빌리티,Backend Engineer,"HA, Backend, Public, Cloud, Java, Kotlin, Python, Spring, Framework, Docker, EKS, RDB, NoSQL, Redis, Kafka, Airflow, OpenSearch, AWS, Kubernetes, MSAMicroservices, Architecture"
티맵모빌리티,Backend Engineer - RP교통,"TMAP, RP, GPS, Backend, Java, Kotlin, Scala, Spring, RDB, NoSQL, Redis, Kafka, Flink, Locationbased, Service, AWS, KubernetesK8S"
마인드시프트,백엔드 개발자 (2년차 이상),"Kotlin, Spring, Boot, Kafka, Redis, AWS, API, Java, 3x, WebFlux, Security, Data, R2DBC, PostgreSQL, Docker, OAuth2, JWT, MSAMicroservice, Architecture, EC2, S3, RDS, ECSEKS, Lambda, IaCInfrastructure, as, Code, ISMS, DDDDomainDriven, Design"
티맵모빌리티,Backend Engineer (로컬서비스),"TMAP, API, Backend, Open, App, AUTO, JavaKotlin, base, Spring, Framework, RDBMSMySQL, PostgreSQL, NoSQL, DB, LBS, GIS, AWS"
인크로스,[SK그룹] Back-end개발,"BackEnd, SKT, tdealkr, nodejs, cc++, sql, MariaDB, Redis, RESTful, API, OAuth, Database, Procedure, Server, PLPM"
티맵모빌리티,개발 Project Manager (TMAP AUTO 개발 프로젝트 리딩),"Android, OS, Infotainment, TMAP, Mobility, Tech, SW, Stakeholder, Rest, API, Agile, Architect"
월급쟁이부자들,백엔드 엔지니어(BE) 시니어,"JavaSpringMybatis, KotlinSpringJPA, Java, Kotlin, Spring, Boot, ORM, JPA, Mybatis, MySQL, Redis, ElasticSearch, Infrastructure, AWS, Datadog, Pinpoint, Sentry, CICD, Github, Actions, Confluence, Jira, Slack, Integration"
에이블리코퍼레이션,검색 엔지니어,"API, One, Team, Grit, Impact, Elasticsearch, Information, Retrieval, NLP, PythonDjango, Spring, Django, KotlinSpringMysql, Redis, ScyllaDB, KafkaGithub, Action, ArgocdDatadog, Grafana, Sentry"
미피아,백엔드 개발자,"B2C, B2B, API, Python, SQL, NoSQL, RESTful, git, docker, Postgresql, DB, sqlalchemy, alembic, ORM, FastAPI, CeleryRedis, DevOps, CICD, Pipeline, GCP, AWS, Azure, MIDI"
트리플렛,AI 풀스택 엔지니어,"AI, RESTful, API, Reactjs, Docker, MySQL, Python, DjangoFlaskFastAPI, Django, Flask, FastAPI"
신한카드,카드 Core 서비스 개발자,"OLTP, SW, Kubernetes, Docker, Gitlab, SpringBoot, Java, Oracle, DBMS, jess, tmax, Core, DB, UIWebSquare, xFrame"
버즈빌(buzzvil),[Ad Expansion팀] 백엔드 개발자 (3년 이상),"MVP, API, PythonDjango, MySQL, Amazon, DynamoDB, Athena, Kubernetes, Redis, Airflow, Github, Action, Spinnaker, Jira, Confluence, Slack, Datadog, Grafana, Prometheus, Loki, Sentry, Python, AWS"
버즈빌(buzzvil),[광고 운영 플랫폼팀] 백엔드 개발자 (3년이상),"SelfServe, AB, Automation, Rule, timeout, Public, API, Python, Go, MySQL, Redis, Kafka, Kubernetes, gRPC, REST, Airflow, Amazon, Athena, Github, Action, ArgoCD, Jira, Confluence, Slack, Datadog, Grafana, Prometheus, Loki, AWS, GCP, Azure, Django, Framework, DynamoDB, Elasticsearch"
버즈빌(buzzvil),DevOps 엔지니어 (3년 이상),"DevOps, AWS, Part, httpsbulykr7QL4e6y, CICD, Drone, GitHub, Actions, Github, httpsbulykr7bFpcvE, EKS, kOps, Istio, Argo, workflow, CoreDNS, CNI, EC2, x8, Arm, OS, Linkerd"
버즈빌(buzzvil),[광고 추천팀] 백엔드 개발자 (3년 이상),"AB, ML, Go, Python, MySQL, DynamoDB, Redis, ElasticSearch, Kafka, Kubernetes, gRPC, REST, API, Github, Action, Spinnaker, Jira, Confluence, Slack, Datadog, Grafana, Prometheus, Loki, AWS, CloudWatch, GCP, Azure, pythongolang, Apache"
버즈빌(buzzvil),[광고 제품팀] 백엔드 개발자 (3년 이상),"PythonDjango, MySQL, Amazon, DynamoDB, Athena, Kubernetes, Redis, Airflow, Github, Action, Spinnaker, Jira, Confluence, Slack, Datadog, Grafana, Prometheus, Loki, Sentry, Python, AWS"
에이아이에이생명(AIA생명),OLAS New Business Systems Developer,"QA, OLAS, KMMP, AS4, or, IBM, mainframe, COBOL, CL, DB2"
그릿스탠다드,Backend Engineer (5년이상),"RESTful, API, SQL, AWS, Java, Spring, Boot, Data, JPA, Mybatis, MySQL, Elasticsearch, Framework, RDBMS, ERP"
무니스(나이틀리),[Nightly] 백엔드 엔지니어,"Nightly, GCP, Terraform, API, Apollo, GraphQL, Nodejs, Spring, boot, Google, Cloud, Platform, DB, PostgreSQL, AWS, DevOps, CICD, CDN"
쿠팡,"Staff, Back-end Engineer(Marketplace Platform)","selection, Seller, Intelligence, sw, application, PO, Java, Python, Scala, Hadoop, Spark, RDBMSMySQL, PostgreSQL, SQL, Server, HBase, MongoDB, Dynamo, DB, Cassandra, NoSQL, SDLC"
쿠팡,"Staff, Back-end Engineer (Ads Engineering)","Spring, Java, API, Gateway, gRPC, React, Creative, Optimization, Kafka, Airflow, Spark, Machine, learning, Computer, Science, Engineering, C++, C#, Redis, Hive, Hadoop"
플레이링스,클라이언트 개발자-병역특례 보충역(산업기능요원),"#, C++, Javascript, Cocos2DX, Android, iOS, OpenGL, WebGL"
플레이링스,서버개발자-병역특례 보충역(산업기능요원),"#, MySQL, NoSQLRedis, DynamoDB, MongoDB, Nodejs, GoLang, PHP, Python, DB"
쿠팡,"Staff, Back-end Engineer (Travel Engineering)","Computer, Science, Engineering, Java, C++, Golang, C#, AWS"
런업,DBA – MES/SCM/ERP,"DB, MES, SCM, ERP, MySQL, PostgreSQL, Oracle, SQL, AWS, RDS, Azure, ETL"
런업,[DBA] 개발자,"MES, SCM, ERP, SQL, DB, AWS, GCP, Java, javascript, oracle, postagesql, CRM, IT"
이엘일렉트릭,전기차 충전기 백엔드 서버 개발자(Java/Kotlin),"JavaKotlin, Kotlin, Spring, Boot, JPA, Querydsl, AWS, Git, Undertow, Jetty, Netty, Docker, Kubernetes, ECS, EKS, Kafka"
타디스테크놀로지,Back-End 개발자,"CSMS, API, TCPWebSocket, MSA, AWS, aws, ec2, DevOps, Kubernetes, DB, Java, Python, RDBMSPostgreSQL"
코드스테이츠(CodeStates),Product Engineer,"B2C, B2B, AWS, DevOps, Kakao, Mixpanel, API, TypeScript, React, Nextjs, Nodejs, Nestjs, RDBMSPostgreSQL, RESTful, GitHub, Bitbucket, CICD, Notion, Jira, Frontend, App, Router, Jota, MUI, Backend, REST, InfraDevOps, ECS, S3, CloudFront, Lambda, Slack, Git, AI"
테크에이스,Cloud Engineer,"Responsibilities, AWS, Azure, GCP, Private, Cloud, IaC, Terraform, CDK, Qualifications, etc, EC2, S3, RDS, VPC, IAM, CICD, GitHub, Actions, CodePipeline, Linux, Windows, CloudFormation, Ansible, Nice, to, have, but, not, necessary, Kubernetes, Docker, JavaPythonGoNodeJS, Bash, ITIL"
마이노멀컴퍼니,[인아웃] 백엔드 개발자 (3년 이상),"AWS, Nodejs, Typescript, NestJS, RDSMySQL, DynamoDB, OpenSearch, ElasticCacheRedis, EC2, Lambda, Docker, RESTful, API, DB, RDBMS, NoSQL, CICD"
포티투닷(42dot),Performance Engineer,"API, RESTful, OAuth2, JWT, JMeter, Gatling, k6, Locust, NoSQL, PostgreSQL, MongoDB, MySQL, Kubernetes, Docker, AWSGCPAzure, APM, Grafana, Prometheus, Datadog, Gateway, Tyk, Kong, Graviteeio, Scaleout"
크로스이엔에프,Python Backend Developer,"KYC, AML, API, PUSH, SMS, ATM, Python, Django, Tornado, Flask, Ubuntu"
에스와이폴라리스,카드사 결제/인증 솔루션 개발 및 운영 담당자,"xjavascript, Java, DBMS, Oracle, MySQL, FW, springspringboot, OSMW, Linux, Unix, 3D, Secure, ChannelFront, BackEnd, SI"
뱅크샐러드,서버 엔지니어 (Server Engineer),"gRPC, GoKotlin, Python, MySQL, DynamoDB, AWS, Kubernetes, Go, Java, Kotlin, GitHub"
부드러운돌멩이,Devops 백엔드(BackEnd) 개발자,"Devops, CDCI, UMS, Kafka, API, Python, Django, MSSQL, MySql, BackEnd, Vuejs, FrontEnd"
힐링페이퍼(강남언니),서버 (백엔드) 개발자 (B2B SaaS),"ONE, API, OOObjectOriented, DDDDomain, Driven, Design, MSA, AWS, SaaS, CQRSCommand, Query, Responsibility, Segregation"
포트로직스,[판교역] 백엔드 개발 (5년이상),"Java, Spring, Boot, AWS, JavaKotlin, RDBMSMySQL, PostgresSQL, JPA, ORM, Redis, Kafka, NoSQL, AI, Kubernetes"
디써클,[ETL/AI] Data Engineer,"API, ETL, Elasticsearch, Vector, DB, LLM, Optional, AI, Agent, FastAPI, Python, BigQuery, RedShift, Redash, Orchestration, toolAirflow, Dagster, Langchain, RAG, Data, Analyst"
한경에이셀,서버 엔지니어 (Server Engineer),"AI, Server, Engineer, API, FE, Java, Kotlin, Spring, Boot, 3x, MVCWebFlux, MySQL, PostgreSQL, Redis, OpenSearchElasticSearch, Kafka, +Streams, AWS, Kubernetes, EKS, Docker, Github, Actions, Datadog, JavaKotlin, Framework, SQL, NoSQL"
부동산플래닛,백엔드 개발자,"DB, O2O, Java, Spring, Boot, PostgreSQL, REST, Docs, Redis, MyBatis, JPA, PO, git, jira, OpenLayers, GeoServer"
코딧(CODITCorp.),"백엔드 개발자 (Node.js, 2년 이상)","Nodejs, Express, Typescript, API, ES6, ELK, AWS, MySQL, RDBMS, JavascriptES6, Python, Jest, Jasmine, Mocha, etc, Docker, Kubernetes, Airflow, Git"
뮤직플랫,풀스택 개발자 (3년이상),"DB, ORM, AWS, Cloud, DevOps, Python, Django, React, Nodejs"
엑셈,Golang 개발자(3년 이상),"Go, Middleware, Repository, Docker, Kubernetes, gRPC, TCPIP, GitLab, CICD, SQL, Git, RDBMS, Kafka, Redis"
두어스,백엔드 엔지니어,"ZVZO, AWS, Kubernetes, Django, DRF, Docker"
코코네엔지니어링,Server Engineer,"API, DB, NoSQL, RDBMS, B2CB2B, JavaKotlinGo, Golang, NoSQLMongoDB, AWS, GCP, Azure, Java, Go, KotlinHTTP, Server, Reverse, Proxynginx, TomcatOSLinuxDatabase, CacheMariaDB, MongoDB, RedisCloudAWS, GCPFrameworkSpring, Framework, Spring, BootIDEIntelliJ, VS, CodeScriptPython, JavaScript, Bash, nodejs, Jenkins, GitHub, EnterpriseGitHub, CopilotChatGPT, Plus"
쿠팡,[쿠팡] 백엔드 엔지니어 (8년이상),"Java, platform, FrontBack, office, dependency, Spring, Web, Application, Git, Microservices, Cloud, Event, Driven, Architecture, JPA, Hibernate, ORM, ECommerce, NoSQLMemcached, Redis, Agile"
에이치비엠피,풀스택 App 개발자,"SNS, app, ionic, frameworkAngular, migration, react, native, or, flutter, nodejs, RDBMS, APP, WEB, AI"
스펙터,Backend Engineer,"Admin, B2B, B2C, Backend, GitHub, conflict, Restful, API, MSAMicroservices, Architecture, AWS, AI, Java, Spring, Boot, JPA, Querydsl, CICD, Jenkins, DOC, Swagger, Database, PostgreSQL"
디엘티파트너스,백엔드 개발자,"Java, API, JVM, languages, RPC, WebRTC, HBase, AWS, Column, Oriented, DB, MSA"
백프로,해빗파워 어플리케이션 flutter 개발자,
엔라이즈(NRISE),[QUAT] 백엔드(Kotlin) 개발자,"QUAT, Backend, Engineer, Kotlin, Spring, Framework, Python, FastAPI, feature, MySQL, SQLAlchemy, Redis, AWS, Managed, Services, Kubernetes, EKS, +, Istio, ArgoCD, Helm, DataDog, Sentry, Kibana, Prometheus, RDBMS"
스튜디오랩(STUDIO LAB),"백엔드 시니어 개발자 (8년차 이상, Kotlin)","GENCY, Backend, Developer, Spring, Framework, Kotlin, Sass, IaC, DevOps, DomainDriven, Development, DDD, python, Github, CICD, PostgreSQL, Kafka, SQS, K8s, gRPC, REST, API, FastAPI, Python, ELK, Action, ArgoCD, Jira, Confluence, Slack, New, Relic, AWS, CloudWatch"
씨제이올리브영(CJ올리브영),백엔드 개발자 (풀필먼트/물류/WMS),"Ecommerce, Platform, Service, WMS, Traffic, Architecture, Backend, Application, Java, Kotlin, Spring, Framework, JPA, Hibernate, ORM, WMSOMS, Message, Streaming, Kafka, RabbitMQ, NoSQL, Redis, MongoDB, AWS, Azure, MSA"
씨제이올리브영(CJ올리브영),백엔드 개발자 (SCM/물류/발주),"Ecommerce, Platform, Service, SCM, Traffic, Architecture, Backend, Application, Java, Kotlin, Spring, Framework, JPA, Hibernate, ORM, SCMWMSOMS, Message, Streaming, Kafka, RabbitMQ, NoSQL, Redis, MongoDB, AWS, Azure, MSA"
루닛(Lunit),Senior Backend Engineer (Lunit SCOPE),"AI, Infraascode, Tools, Kotlin, +, Spring, Boot, Python, and, more, Backend, Engineer, KotlinSpring, AIML, OpenCV, scikitimage, OpenSlide"
다우기술,이커머스 물류서비스 개발,"API, Spring, Framework, Web, Application, Java, Boot, Thymeleaf, SpringBatchQuartz, MyBatis, JPAHibernate, MySQL, Redis, Vue, Git, Gitlab, Jira, Slack, Bitbucket, PinPoint, Jenkins, Maven, +, JPA, BackEnd, MSA, RESTful, Message, queue, Apache, Kafka, RabbitMQ"
쿠팡,"Sr~Staff, Backend Engineer (Core Business)","Java, Python, multitier, AWS, Kubernetes, Spark, Hadoop, Cassandra, Kafka, Airflow, IntelliJ, Spring"
핵클(Hackle),백엔드 개발자,"AB, SDK, JavaKotlin, Spring, Framework, RDBMS, ORM, Reactive, Streams, Coroutine, NoSQL, Redis, Elasticsearch, MongoDB, Messaging, Service, Kafka, SQS, Kinesis, MSA, AWS, Docker, Kubernetes"
뷰런테크놀로지,Backend Developer(백엔드 개발자),"Vueron, BE, Lidar, Data, MLOps, SaaS, Marketplace, Labeling, Tool, backend, CS, Fundamental, Linux, Network, Mysql, MariaDB, RDBMS, Golang, AWS, DevOpsMLOps"
노머스(원더월),백엔드 엔지니어,"fromm, AWS, Database, RDBMS, MYSQL, REST, API, TypeScript, NodeJS, ECS, ApiGateway, Lambda, RDS, S3"
에이아이커넥트,[Spring] Backend Engineer (7년차 이상),"scalability, flexibility, Spring, Boot, Kotlin, Django, migration, project, AI, CONNECT, Language, Python, 3x, framework, CICD, Github, Actions, Database, AWS, Aurora, MySQL, Cache, Redis, Document, Swagger, Doc, ETC, S3, Firebase, Git, Chat, GPT, Backend, MSA, Docker, Kubernetes, RESTful, API, GCP, Agile"
큐빅,백엔드 개발자 (3년 이상),"FastAPI, DB, server, Python, Django, API, ORM, PostgresSQL, MySQL, SQL, RabbitMQ, Redis, Docker, SQLAlchemy"
리비바이오,백엔드개발자(Node.js),"Restful, API, Nodejs, RDBMySql, Postgresql, GIT, AWS, GraphQL, NestJS, Docker"
포티투닷(42dot),Senior Backend Engineer (IAM),"API, Gateway, Authentication, Authorization, OAuth2, OpenID, Connect, IAM, RBAC, ABAC, Kubernetes, Istio, Envoy, PoC"
씨메스(CMES),백엔드 개발자,"AI, Airflow, Kubernetes, Ansible, ELKStack, Elasticsearch, Logstash, Kibana, Grafana, MLFlow, KubeFlow, TestDriven, Development, TDD"
현대오토에버,[CoE] 개발/운영 및 Governance 체계 수립 - Backend Engineer,"Architecture, Technical, Review, Root, Cause, Governance, Toolchain, MultiTenancy, Packaging, Deploy, DB, CICD, AgileScrum"
현대오토에버,[EnIT] Backend Developer - 기업용 커뮤니케이션시스템 개발/운영,"Meet, Hive, New, Backend, Java, Spring, Boot, Mybatis, MySQLMariaDB, Linux, AWS, Cloud, Infra, GitLab, CICD, Docker, Kubernetes, Container, full, stack, or, FrontendReact, RESTful, API"
