company,position,skill
엘박스,Backend Engineer,"MVP, DB, API, KotlinSpring, Boot, WebMVCWebFlux, Spring, Data, JPA, JDBC, R2DBC, MySQLAurora, MongoDB, Redis, Kafka, Elasticsearch, Datadog, Docker, AWSECS, SQS, Lambda, Github, Jenkins, Framework, RDBMS, NoSQL, AWS, Backend, CICD"
런업,[풀스택] 개발자 채용 SCM 스타트업,"SQL, AWS, GCP, SCM, Azure, JAVA, js, ERP, CRM, IT"
페칭,패션 플랫폼 React 프론트엔드 개발자,"Reactjs, WEB, ADMIN, Webview, ReactNative, React, Native, NextJS, Tailwind, CSS, Recoil, Redux, styledcomponents, Notion, Slack, HTMLCSSJavaScriptES2, TypeScript, Flutter"
페칭,패션 플랫폼 Node.js 백엔드 개발자 주니어 (보충역),"Nodejs, API, AWS, TypeScript, Nestjs, MySQL, Aurora, RDS, ECS, Elastic, Cloud, RabbitMQ, Nextjs, React, Native, Notion, Slack, CS, OSNetworkDBData, StructureAlgorithm, Server, Language, JSPythonJAVAKotlinGOC++, Web, Framework, NestDjangoFastAPISpring, MySQLMaria, DB, RDBMS, NoSQL, Git, SVN, Docker, Technical"
한국딥러닝,AI 엔지니어 시니어,"keyvalue, extraction, table, recognition, layout, analysis, SOTA, LVLMLarge, VisionLanguage, Models, robust, PoC, AI, FE, BE, PyTorch, form, LayoutLM, Donut, document, understanding, FUNSD, SROIE, RVLCDIP, NeurIPS, CVPR, major, contributor, Git, Notion, Jira, DVC"
페칭,패션 플랫폼 Node.js 백엔드 개발자,"Nodejs, API, AWS, TypeScript, Nestjs, MySQL, Aurora, RDS, ECS, Elastic, Cloud, RabbitMQ, Nextjs, React, Native, Notion, Slack, CS, OSNetworkDBData, StructureAlgorithm, Server, Language, JSPythonJAVAKotlinGOC++, Web, Framework, NestDjangoFastAPISpring, MySQLMaria, DB, RDBMS, NoSQL, Git, SVN, Docker, Technical"
더빌딩,시니어 백엔드 개발자(FlutterFlow+Django+AWS 기반 SaaS),"FlutterFlow, Django, API, PostgreSQL, Firebase, Auth, AWS, EC2, S3, RDS, Lambda, OpenAI, AI, SaaS, DevOps, PM, DjangoPython, CICD, Langchain, OCR, Vector, DB, AndroidiOSDesktop"
밴플,[여행] [AI] [위치기반] 프론트엔드 앱 개발자(React Native),"EODI, React, Native, Git"
위메이드(WEMADE),iOS 개발(WEMIX PLAY),"WEMIX, PLAY, App, Wallet, iOS, Native, Reactive, Programming, SwiftUI, architectural, pattern, Agile, scrum"
위대한상상(요기요),[Tech] DBA (3년 이상),"DB, feature, HA, Auto, scale, PostgreSQL, MySQL, AWS, RDS, Database, Python, Shell, Infrastructure, As, Code, Terraform, Salt, CDC"
디윅스,백엔드 개발자(5년 이상),"Python, pretrain, Open, LLM, Spring, framework, spring, boot, Web, Application, AI, LinuxUnix, RAG"
카카오뱅크(kakaobank),연구전략 담당자,"AI, Life, Cycle"
위메이드(WEMADE),블록체인 서비스 DBA,"DBMS, mysql, pgsql, mongodb, DB, nosql, bashpython, Azure, AWS, atlas, dbms"
위메이드(WEMADE),프론트엔드 개발(Wepublic),"Wepublic, HTML, CSS, Javascript, React, Vue, Angular, Typescript, Webpack, Babel, Jest, esLint, Nuxtjs, Nextjs, SSR, WebGL"
위메이드(WEMADE),블록체인 메인넷 개발,"WEMIX, governance, contract, Go"
위메이드(WEMADE),블록체인 백엔드(컨트랙트) 개발,"WEMIX, PLAY, Wepublic, research, golang, solidity, bitcoin, ethereum, Certik, Skynet, Smart, Contract, Audit"
위메이드(WEMADE),블록체인 프론트엔드 개발,"Web3, React, Vue, Nextjs, Typescript, Sass, Restful, API, Git, Jira, Confluence, Web3js, IT"
위메이드(WEMADE),클라우드 운영 및 보안 관리,"IAM, Azure, AD, AWS, OnPremise, MFA, CloudTrail, SIEM, Audit, EntraIDOnpromise, SSO, API, REST, PowerShell, Python, RBACABAC, Windows, Server, OS, Linux, DevSecOps, CICD"
부스터스,Software Engineer (Back-End),"Tech, BI, Software, Engineer, BackEnd, API, IT, Python, PHP, Mysql"
왓챠,플랫폼 엔지니어 (시니어),"Kubernetes, Istio, AWS, datadog, prometheus, Go, Python, Terraform, CDK, IaC, REST, API, gRPC"
위메이드(WEMADE),DB운영 담당자,"DBMS, SQLServer, MySQL, MongoDB, DB, Azure, Atlas, AWS, DBSQLServer, MYSQL"
위메이드(WEMADE),클라우드 운영(게임 퍼블리싱 인프라),"Azure, PowerShell, Ansible, TerraForm, BatchPowerShellBashShell, Windows, Server, OS, Linux, AWS, SE"
위메이드(WEMADE),데이터 엔지니어,"BIBusiness, Intelligence, Data, WareHouseDW, MartDM, API, BI, DW, DM, Airflow, DBT, Azure, Factory, SSIS, Workflow, Python, MSSQL, Clickhouse, DB"
위메이드(WEMADE),백엔드 개발(게임 퍼블리싱),"Push, weplat, JAVA, Spring, Boot, Web, Application, RDBMSMySQL, Cloud, ServiceAWS, Azure, GCP"
부스터스,Software Engineer (Front-End),"Tech, BI, Software, Engineer, FrontEnd, UIUX, Vuejs, IT, vuejs, Framework"
벙커키즈,Tech - Frontend Lead,"Web, nextjs, app, router, page, zustand2, recoil, react, query, emotion, tailwind, vitestApp, React, native, module, webview, RN, Native, Product, Owner, Designer, Stakeholder, Frontend, business, driven, web, browser, Reactnextjs, PO, task, endtoend, AI, cursor"
벙커키즈,Tech - Frontend Engineer,"Web, nextjs, app, router, page, zustand2, recoil, react, query, emotion, tailwind, vitestApp, React, native, module, webview, RN, Native, Product, Owner, Designer, Stakeholder, Frontend, web, browser, Reactnextjs, PO, task, endtoend, AI, cursor"
원셀프월드,[애드테크/마케팅/리워드앱] 앱 개발자 (프론트엔드),"Flutter, React, WEBVIEW, NestJS, REST, API, SQLite, DB, Dart, TypeScript, chatGPT, cursor, AI, Firebase, AWS, CICD, UIUX"
원셀프월드,[애드테크/마케팅/리워드앱] 서버 개발자 (백엔드),"NetJS, PostgreSQL, DB, API, Docker, AWS, ECS, PM, NestJS, Nodejs, MSA, RDBMS, ChatGPT, Cursor, AI, Redis, Kafka, SQS, CICD, Swagger"
원티드_일본 현지 채용,"[CADDi Inc.] Senior Software Engineer, Backend - Workflow Engine(English)_근무지 일본","This, position, is, for, the, CADDi, DRAWER, Group, Workflow, Engine, Team, Platform, based, on, Topologies, that, collaborates, with, other, teams, to, provide, a, solution, run, heavy, workloads, in, an, asynchronous, way, The, mission, and, maintain, platform, execute, tasks, orchestrated, concurrent, scalable, waySome, examples, of, deals, are, drawing, conversion, attribute, extraction, MLbased, features, analysis, etcThe, team, actively, uses, Kubernetes, workflow, engine, RustTypescript, define, domain, logic, executed, as, stepsSpecific, duties, design, implementation, Evaluating, middleware, frameworks, etc, System, architecture, Costperformance, tuning, Besides, we, recruiting, this, time, you, may, be, assigned, depending, your, experience, preferences, In, case, would, happy, discuss, at, interview, After, joining, company, role, change, due, organizational, growth, or, individuals, career, perspective##, Development, Environment, FrontendTypeScriptReactNextjs, BackendRustaxumTypeScriptNodejsExpressFastifyNestJS, Machine, LearningAlgorithmRustPythonOpenCVPyTorchTorchServeElasticsearchVertex, AI, InfrastructureGoogle, CloudGoogle, EngineAnthos, Service, MeshIstioCloudflareArgo, Workflows, Event, BusCloud, PubSub, DevOpsGitHubGitHub, ActionsArgoCDKustomizeHelmTerraformDatadogMixPanelSentry, DataCloudSQLPostgreSQLAlloyDBBigQuerydbttrocco, APIGraphQLRESTgRPC, AuthenticationAuth0, Other, toolsGitHub, CopilotFigmaStorybook, CommunicationSlackDiscordJIRAMiroConfluence, +, years, handson, developing, backend, systems, web, applications, Experience, decisionmaking, regarding, technology, selection, construction, entire, service, Handson, statically, typed, programming, languages, such, RustJavaC++Go, development, using, public, cloud, platforms, AWS, Google, Cloud, Businesslevel, English, proficiency, communication, mainly, Need, move, Japan, Conversationallevel, Japanese, proficiencyJapanese, Language, Proficiency, Test, N2, above, guideline, external, mix, Rust, used, operating, services, container, technologies, Docker, designing, microservices, websites, consideration, security, requirements, largescale, two, more, including, frontend, personal, projects, Fundamental, knowledge, data, structures, algorithms, building, monitoring, infrastructure, tools, like, DatadogPreferred, mindset, Individuals, who, understand, our, Unleash, potential, manufacturing, can, confront, essential, challenges, take, action, sense, ownership, resolve, them, perform, their, positive, attitude, constructive, discussions, fastchanging, highly, uncertain, situations, communicate, respectful, considering, context, resolution, others"
테스트웍스,풀스택 개발자,"AI, tool, HTML, CSS, React, Python, Django, Java, Spring, Boot"
테스트웍스,백엔드 엔지니어,"AI, tool, AWS, Docker, Java, Spring, Boot, Python, Djaong, Framework, RDBMS"
와이피랩스(커넥팅),프론트엔드 개발자(React Native) (2년차 이상),"React, Native, native, redux, saga, reactjs, Swift, android, NPM"
미리디,[미리캔버스] AI 플랫폼 엔지니어 (MLOps),"AWS, ML, AI, MLOps, Feature, Store, AIML, SageMaker, mlflow, PM"
라인게임즈,Devops Engineer,"DevOps, Agile, Infrastructure, as, Code, Terraform, Packer, Ansible, k8s, CICD, AWS, ISO, ISMSP, Compliance, Azure, GCP, Public, Cloud, Linux, Bash, Powershell, Python, Go, CloudFormation, Container, Kubernetes, Gitlab, Runner, Jenkins, ArgoCD, GitOps, Helm, Grafana, Prometheus, datadog, Pinpoint, Nextjs, Web, Application, Figma, UI, tailwindcss, CSS"
라인게임즈,기술PM,"IT, PM, DBA, AWS, Cloud, CI, CD, DevOps, Windows, Linux, Shell, script, Python"
두나무(업비트/증권플러스),Backend Engineer_업비트 서비스 개발,"OS, Pipeline, OLTPOnline, Transaction, Processing, OLAPOnline, Analytical, outlier, Github, DF, Tower"
미리디,[커머스프로덕션] Jr. QA 엔지니어,"QA, PM, playwright, GitHub, Slack, Confluence, Jira, Redmine, e2e, test, ISTQB, CSTS, API, SQL, Checkly, E2E"
미리디,데이터 엔지니어,"OS, CS, Python, SQL, JavaKotilnScala, JVM, Hadoop, RDBMS, AWS, DE, Java, Databricks, Glue, Athena, MSK, Apache, Airflow, Spark, Datahub, Delta, Lake, Iceberg, Hudi, Lakehouse, DBT, Kubernetes"
포티투닷(42dot),Senior Backend Engineer (IVI App Market),"InVehicleInfotainment, Backend, IVI, REST, API, Global, 3rd, party, Java, Spring, Boot, AWS, K8S, SQL, NoSQL, Git, Jira, CICD, Scale, Android, Automotive, App"
미리디,[미리캔버스] 백엔드 개발자,"MSA, AI, PM, Java, Spring, AWS, RESTful, API, DB, OOP, CS, WebFlux, Reactive, Programming, Framework, PostgreSQL, MongoDB, DynamoDB, Redis, Vector, Opensearch, Datadog, CloudWatch, Databricks"
미리디,[미리캔버스] 프론트엔드 개발자,"React, Nextjs, SSRServerSide, Rendering, Micro, Frontends, SSR, HTML, CSS, JavaScript, HTTP, Typescript, jotai, ReactQuery, styledcomponents, Turborepo, Vite, Webpack, Rollup, CICD, GitHub, Actions"
미리디,[미리캔버스] DevOps 엔지니어,"AWS, Well, Architected, Framework, CICD, DevOps, Linux, Kubernetes, ECS, Terraform, Ansible, CDK, IaC, AI, Cloud, GCP, Monitoring, Observability, Datadog, Amazon, CloudWatch, Grafana, Dev, Tools, Github, Enterprise, Actions, ArgoCD, Packages, Nexus, GitHub, Copilot, Cursor, ChatGPT, Claude, Automation, Terragrunt, for, EC2, Image, Builder, Systems, Manager, Batch, Airflow, Database, Aurora, PostgreSQL, RDS, MongoDB, Atlas, DocumentDB, ElastiCache, Valkey, OpenSearch, DynamoDB, Container, Orchestration, Elastic, Service, Registry, ECR, Security, SIEM, Secrets, SonarQube, Teleport, Collaboration, Jira, Confluence, Language, Python, Bash, Go"
테크핀레이팅스,[신용평가사] 모형개발(8년 이상),"AI, ML, BigData, CB, SAS, Python, R"
미리디,[미리캔버스] 데이터 사이언티스트 (Data Scientist),"LLM, Miridih, Design, IntelligenceMDI, EndtoEnd, SQL, Python, pandas, NumPy, SciPy, scikitlearn, Spark, Kafka, AIML, TensorFlow, PyTorch"
미리디,[미리캔버스] 웹 에디터 개발자,"2D, API, HTML5, CSS3, SVG, Canvas, JavaScriptTypeScript, React, JavaScript, OOP, MVC, MVP, MVVM, TTF, OTF, PDF, PPTX, DOM, WEBKIT, BLINK"
미리디,[미리캔버스] AI Researcher,"AI, MLLM, PyTorch, TensorFlow, ML, Toptier, NeurIPS, ICML, ICLR, AAAI, IJCAI, NLP, ACL, EMNLP, NAACL, CV, CVPR, ICCV, ECCV, Kaggle, Hackathon"
넥스트증권,Frontend Developer,"UXUI, AI, AB, React, Next, RESTful, API, GraphQL, Git, TypeScript, Jest, Cypress, CICD, iOSAndroid, AWS, GCP"
파인더갭,"풀스택 Engineer (Senior, 5년 이상)","Web, Backend, NodeNestJS, Express, JavaScript, TypeScriptFrontend, React, Nextjs, TypeScript, ReactQuery, Zustand, StyledcomponentsCommon, PNPM, Webpack, Babel, Docker, ArgoCD, CodePipelineDatabase, mongodb, mysql, RedisInfrastructure, AWS, or, Azure, Nodejs, Javascript, GA, Hotjar, SEO, RDBMS, NoSQL, Mysql, Mongodb, GCP, application, Full, stack, engineer, Real, world, large, scale"
스콥정보통신,리눅스서버 SW 개발자,"Linux, os, IP, Network, Layer, TCP, UDP, 1CC++GoPython, 2Linux, OS, TCPUDP, Multithread, Mutiprocess, Muticore, Kernel, L2L3L4L7, DPDK, eBPF, XDP, VPN, WireguardIPsecSSL"
스콥정보통신,어플리케이션 개발자,"C, C++, Golang, VPN, FW, NAC, IPS, SKD, DDK, WKD, macOS, svn, git"
오너클랜,"개발자 백엔드(API, 2년 이상)(GraphQL, typescript)","GraphQL, typescript, NodeJs, MySQL, MariaDB, RDBMS, LinuxUnix, Git, MySQLMaria, DB, API, Typescript, javascript, AWS, GCP, NHN, Cloud, Redis, Elasticsearch, GitGitlab, VisualStudioCode, Docker, Gitlab, MR, CI, DevContainer, Jenkins, Sentry, PRTG, NodeJS, graphQL, MySQLMariaDB, elastic, search"
테크핀레이팅스,[신용평가사] DE (5년 이상),"DW, DM, DB, SQL, TB, AirflowETL, PythonJava, DBMS, Spark, Hadoop, Data, preprocessing"
오늘의웹툰,[글로벌 앱서비스] AI 기반 한국어 교육 앱 React Native 개발자,"React, Native, MATE, AI, Figma, Amplitude, acquisition, retention"
피치에이아이,AI Computer Vision Engineer (senior),"AI, Vision, C++, Docker"
화이트큐브,[챌린저스] 백엔드 개발자 (3년 이상),"API, MVP, Agile, CICD, DevOps, Go, Java, Kotlin, Kubernetes, k8s"
피치에이아이,소프트웨어 엔지니어 (3년 이상),"API, Django, Cloud, Native, kafka, argo, workflows, eks, cd"
피치에이아이,AI Computer Vision Engineer,"AI, Vision, C++, Docker"
스테이션3(다방),[플랫폼개발실] Back-end 개발자,"Spring, Boot, REST, API, CICD, Java, Mybatis, RDBMS, Modern, MSA, RESTful, AWS, Reactive, Streams, Kotlin, ORM, NoSQL"
화이트큐브,[챌린저스] QA Manager,"JIRA, QA, DRI, PO, Agile"
미리비트,하이닉스 K8S기반 Data Platform DSP서비스 구축,"K8S, DSP, Lakehouse, Catalog, Backend, Multi, Engine, SQL, Metadata, Explorer, Lineage, UI, Data, Map, GitOps, DevOps, Iceberg, Helm, Operator"
화이트큐브,백엔드 개발자(자동차 구독 신사업),"API, MVP, Agile, CICD, DevOps, Go, Nestjs, Nodejs, Java, kotlin"
화이트큐브,[챌린저스]백엔드개발자 (병역특례_산업기능요원),"API, MVP, Agile, CICD, DevOps, Go, Java, Kotlin, Kubernetes, k8s"
화이트큐브,[챌린저스] 프론트엔드 개발자 (3년 이상),"React, NativeReact, Native, TypeScript"
두나무(업비트/증권플러스),Backend Engineer (업비트 회원 서비스 개발),"Spring, FrameworkKotlinJava, Framework, JVM, OS, Network, RDBMS, SQL, AWS, Docker, Kubernetes, DDD, TDD, Github, Gitlab, Bit, Bucket, DF, Tower"
레이메드,의료영상 SW 개발 및 개발PM(C++ 중심) / 4~5년차,"Rayvision, RFP, FOFront, Office, BOBack, C++, AI, API, binding, JavaScript, HTML, CSS, React, Angular, Nodejs, Nginx, RESTful, Git, TDD"
라포랩스,Machine Learning Engineer,"ML, LLM, AI, EndToEnd, Pipeline, MLLLM, PyTorch, HuggingFace, RAG, MLOps, GCP, AWS"
보이저엑스(VoyagerX),[Vrew/vFlat] 안드로이드 개발자,"Vrew, vFlat, Android, Java, KotlinA, B, 1px, C, PNG, JPG, Dynamic, Programming, Virtual, Memory, Garbage, Collection, Cache, Database, Index, HDD, SSD, DRAM, GIT, D, DIP, ConstraintLayout, Activity, WeakReference, Parcelable, Looper, MultiDex, Proguard"
보이저엑스(VoyagerX),[Vrew/vFlat] iOS 개발자,"Vrew, vFlat, iOS, SwiftA, B, 1px, C, PNG, JPG, Dynamic, Programming, Virtual, Memory, Garbage, Collection, Cache, Database, Index, HDD, SSD, DRAM, GIT, D, Auto, Layout, MVC, KVC, KVO, Swift, Higher, Order, Function, Method, Swizzling, HTTP2, Leak"
웨이브릿지,Front-end Developer,"Frontend, Web, UX, React, TypeScript, HTML, CSS, JavaScript, Backend, UIUX, Nextjs, ReactQuery, Jotai, Tailwind, Emotion, MonorepoNx, Vite, Storybook, Bitbucket, Figma, Slack, Jira, Confluence"
코웨이,필터개발,"NSF, WQA"
코웨이,소프트웨어 엔지니어,"MCU, C, C++, Python, Renesas, RL7, ST, Cortex, UART, SPI, I2C, WiFi, BLE, Confluence, JIRA, Git"
마이메타,AI LLM RAG 개발자 (2~5년차),"LLM, AI, LangChain, DB, Finetuning, Embedding, Tokenization, RLHF, API, Web, Mobile, RAGRetrievalAugmented, Generation, RAG, Pytorch, STT, TTS, Python, REST, FAST, DBChromaDB, FAISS, RanDB, ChatGPT, Llama, Mistral, Claude, AWS, Lambda, FastAPI, LanceDB, NLP"
에고이즘,AI Creative Specialist,"AI, AB, Google, Workspace, Notion, Midjourney, DALLE, Runway, GPT, SNS, Figma, Adobe, Photoshop, Illustrator"
에고이즘,AI Creative Specialist (신입),"AI, AB, Google, Workspace, Notion, Midjourney, DALLE, Runway, GPT, SNS, Figma, Adobe, Photoshop, Illustrator"
시나몬,AI Research Engineer (LLM Application),"3D, CineV, NLP, LLMLarge, Language, Model, LLM, Application, Agent, Python, Langchain, AI, AIML"
시나몬,AI Research Engineer(Human motion generation),"Human, motion, generation, Python, TensorFlow, PyTorch, Blender, Maya, 3D, AI, AIML"
파인더스에이아이,Computer Vision AI Engineer_Junior,"Grab, and, Go, Object, Detection, Pose, Estimation, Python, PyTorchTensorFlow, classification, object, detection, segmentation, pose, estimation, stateoftheart, topics, methods"
파인더스에이아이,Computer Vision AI Engineer_senior,"Grab, and, Go, Amazon, AI, Object, Detection, Classification, Pose, Estimation, Feature, Matching, etc, stack, Python, PyTorch, research, PhD"
파인더스에이아이,Python SW Engineer,"Amazon, Grab, and, Go, python, interface, multimodal, research, PhD"
코어시큐리티,[Web] 프론트엔드 개발자 (4년차 이상),"SISM, DBMS, JavaScriptReact, CSS, HTML, React, Elastic, Search"
온라인셀러혁신법인,[바이나우] React Front-End Engineer,"ReactJS, VueJS, VOC, React, Vuejs"
지피에이코리아,웹/앱개발자,"Git, HTML5, CSS3, Typescript, javascript, ES6, PHP, NodejsExpress, AWSEC2, RDS, S3, MySQL, MongoDBGraphQL, Android, Java, Kotlin"
마이리얼트립,프론트엔드 개발자,"PM, QA, React, Typescript, Emotion, Scss, Jest, Storybook, reacttestinglibrary, Webpack, Babel, Yarn, XSLT, XML, JQuery, Javascript, Reactjs, viewport, UIUX, JSP, Nextjs, Ruby, On, Rails, webpack, rollup, parcel"
미리디,[미리캔버스] 시니어 백엔드 개발자,"Java, Spring, AWS, RESTful, API, WebFlux, Boot, PostgreSQL, MongoDB, DynamoDB, Redis, Vector, Opensearch, Datadog, CloudWatch, Databricks"
티피씨인터넷,안드로이드 개발자,"Kotlin, Coroutine, Flow, Android, UIUX, PM"
브이몬스터,NLP 엔지니어 (LLM),"AI, LLM, RAG, FastAPI, Docker, BentoML, MLOps, scalable, model, serving, ChatGPT, Pytorch, Python, API, AWS, Lambda, GCP, AZURE, Hustler, Humbler, Problem, Solver, Mission, Driven, Person, Technical, Background"
컬리,커머스 안드로이드 개발자 (Android Developer),"Android, Multi, Module, Clean, Architecture, MVVM, Hilt, eCommerce"
마이노멀컴퍼니,[인아웃] 프론트엔드 개발자 (3년 이상),"React, Native, Nextjs, Typescript, ReactQuery, Docker, B2C, UI"
미소(miso),Back-end Developer(5년이상),"Backend, Developer, Infrastructure, Engineer, Product, manager, Frontend, developer, requirement, MSA, Nodejs, RDBMS, NoSQL, Storage, Linux, AWS, Docker, Test, Driven, Development, TDD"
미소(miso),Engineering Manager,"Software, Engineer, Python, Nestjs, AWS, Test, Driven, Development, TDD"
미소(miso),Salesforce Developer,"Salesforce, Sales, Cloud, Service, Platform, Developer, III"
아이브릭스,솔루션개발 및 구축 PL (8년 이상),"PL, ELK, Nodejs, React, AI, SCJP"
아이브릭스,솔루션개발 및 구축 (4년 이상),"JAVA, Spring, Nodejs, ELK, React, AI, SCJP"
프리그로우,임베디드 개발자 (부산),"Notion, Tool, EasyEDA, PCB"
팀블라인드세일즈앤마케팅코리아,Android 개발자,"Blind, Google, Play, Store, Android, Java, Kotlin, MVVM, MVI, Modern, Architecture, Coroutine, Jetpack, Compose, UI, macOS, SNS, CICD"
다임리서치,웹 프론트엔드 개발자 (AI 로봇 관제 솔루션),"Visual, Component, Web, UI, Library, TypeScript, React, Storybook, workspace, WEB, BE, ASP, Net, core, Nodejs, Java, Spring, GL, Renderer, Pixijs, MMORPG"
모니모니,React Native모바일 앱 개발자(5년 이상),"React, Native, Third, Party, SumOne, Hook, Mobile, Application, iOS, Android, graphql, JavaScript, TypeScript, ES6, UI, Git, Nodejs, DAU, UIUX"
씨어스테크놀로지,필드 엔지니어 (1~5년),"Linux, Windows, system, IT"
씨어스테크놀로지,AI 연구/개발 담당자,"AI, AIML, Python, Matlab, ML"
폴라리스쓰리디(Polaris3D),이리온 비전 기반 인지 모델 개발자,"Visionlanguage, foundation, modelCLIP, SAM, GroundingDINO, LLaVA, OpenVLA, OWL, Visual, reference, Structure, from, MotionSfM, geometric, layer, LoRA, lightweight, finetuning, Vision, VisionLanguage, FewShot, ZeroShot, Promptbased, Perception, Pytorch, Tensorflow, Jax, Customize, FineTuning, SSM, SLM, FlashAttention, Distillation, Quantization, Embedding, Jetson, Hailo, AI, DataCentric, Approach, Physical, EdgeAgent, IndoorAutonomous, Mobile, Robot, GPT, Cursor, Claude"
백패커,[아이디어스/텀블벅] Data Engineer (1년 이상),"ETL, delivery, Data, Engineer, Spark, PrestoHive, Streaming, Flink, Druid, Scala, Java, Python, Jira, Confluence, Git, ProductApplication, AWS, CDC"
씨메스(CMES),front End 개발자(threejs),"3D, Rendering, Rendering3, typescript, python, framework, threejs, unity, react, webgl, unreal, opengl"
두잉랩,프론트엔드 개발자(Web),"AI, Vite, TypeScript, Nextjs, redux, tanstackquery, shadcnui, tailwindCSS, Github, Jira, Confluence, Slack, React, Vue, Web, Framework, HTML, CSS, JavaScript, HTTP, Restful, API, PC"
빅테크플러스,웹 크롤링(스크래핑) 엔지니어,"API, Java, Python, Javascript, RESTful, TouchEn, nxKey, INISAFE, XecureWEB, CAPCHA, IP"
빅테크플러스,풀스택 엔지니어,"Kotlin, Java, SpringBoot, TypeScript, React, Web, WebApp, UI, UX, Cloud, Docker, CI, CD, JavaScript, DB, RDBMS"
겟차,백엔드 개발자,"DevOps, Legacy, Migration, Microservice, Architecture, DDD, Kubernetes, Docker, AWS, MySQL, NoSQL, DB, Redis"
데이블(Dable),[웨어즈] Senior Product Manager (7년 이상),"App, DSP, Programmatic, DSPDemandSide, Platform, SSPSupplySide, Google, Analytics, Tableau, SQL, Ad, Tech, Python, R, Excel"
센트비(Sentbe),QA,"Slack, Jira, Confluence, Figma, Postman, SentBe, AppWeb, QA, Test, Case, Voc, JIRA, ISTQBCSTSCSTE, API, UI"
뤼튼테크놀로지스,[크랙] Mobile App Engineer (3년 이상),"AI, Generative, React, Native, iOS, Android, Module, App, CICD, WebSocket, WebRTC, Reanimated, Skia, 2d, LLM"
뉴베이스,백엔드 개발,"NodeJS, +, Express, RestAPI, AWS, EC2, CloudFront, S3, NoSQLMongoDB, Git, React"
에이치티비욘드,Backend Engineer,"PO, PM, Facility, Business, JavaKotlinSpring, Kafka, Redis, SQLpostgreSQL, NoSQLmongoDB, MSA, REST, API, Backend, Java, Kotlin, httpswwwinterviewbitcomproblemsnumberof1bitshttpswwwinterviewbitcomproblemsstairshttpswwwinterviewbitcomproblemsmaxsumcontiguoussubarray"
엘앤씨비쥬얼즈,풀스택 소프트웨어 프로그래머,"Pipeline, AI, Agent, Backend, PythonfastapiData, Platform, MySQL, Redis, Selenium, Elasticsearch, KibanaFrontend, React, Nextjs, Typescript, TailwindCssInfra, Docker, Github, Action, Ansible, Kubernetes, UI, FastAPI, Python, API, FullStack, TypeScript"
오나인솔루션즈코리아,데브옵스 엔지니어 - POD-M,"Provisioning, Upgrade, Migration, Resource, Resizing, ValidationEnglish, CVResume, is, a, must, Working, hours, Sun, to, Thurs, 8AM, KST, PM, KSTWhat, youll, haveExperience, Having, years, of, handson, experience, in, at, least, one, the, cloud, provider, AWS, Azure, Google, Cloud, Experience, System, administration, and, networkPython, bash, powershell, scripting, expertise, mustEducation, Bachelors, degree, Masters, Degree, Computer, Science, Software, Engineering, Information, Technology, Industrial, ManagementNice, HaveExperience, as, an, MSSQL, DBA, including, performance, tuning, database, maintenanceWindows, Server, skills, for, hybrid, environmentsExposure, architecture, legacy, infrastructure, modernizationScripting, Python, PowerShell, or, Bash, automation, tasksSkills, C#, NET, knowledge, helpfulUnderstanding, core, concepts, Windows, Linux, Administration, troubleshootingAdept, Configuration, management, Ansible, Terraform, Chef, puppetProficient, CICD, Jenkins, similarDocker, having, familiarity, with, orchestration, tools, like, Kubernetes, Nomad, Swarm, helpfulElastic, Cache, cluster, integrating, SIEM, ELK, stack, elastic, search, logstash, Kibana, helpfulHaving, basic, about, how, databases, work, MS, SQL, MongoAble, develop, debug, Custom, Integration, service, tasksNative, Korean, languageProfessional, level, EnglishCharacteristics, Passion, design, attention, detail, problemsolving, mindsetProfessional, EnglishMultinational, Company"
오나인솔루션즈코리아,데브옵스 엔지니어 - POD-S,"English, CVResume, is, a, mustDevOps, Engineers, providing, 4x7, Ticket, Resolution, SupportExperience, iHaving, years, of, handson, experience, in, at, least, one, the, cloud, provider, AWS, Azure, Google, Cloud, Experience, System, administration, and, networkPython, bash, powershell, scripting, expertise, must, Professional, level, Nice, to, HaveExperience, as, an, MSSQL, DBA, including, performance, tuning, database, maintenanceWindows, Server, skills, for, hybrid, environmentsExposure, architecture, legacy, infrastructure, modernizationScripting, Python, PowerShell, or, Bash, automation, tasks"
룰루랩(lululab),서버/백엔드 개발자,"Tech, RD, AI, gRPC, MLOps, Java, Kotlin, AIML, HTML, JavaScript, React, Flutter, Python, Golang"
룰루랩(lululab),AI개발자 (3D 피부분석),"AI, 3D, PC, Python, Pytorch"
이마고웍스,Solution Developer,"3D, AI, CAD, CMake, Mesh, Volume, DICOM"
롯데이노베이트,[클라우드운영팀] P클라우드 운영,"MSP, SRE, LSP, EKS, CICD, APM"
피에프씨테크놀로지스,Data Analyst,"Datadriven, SQL, Superset, Redash, Tableau, AB"
이몰디노(eMoldino),주니어 Backend 개발자,"SCM, Java, Spring, Boot, JPAMyBatis, REST, API, RDBMSMySQL, PostgreSQL, JUnit, QueryDSL, NoSQLMongoDB, Redis, GraphQL, MSAMicroservice, Architecture, EDAEvent, Driven, AWS, IoT"
글로지(GloZ),프론트엔드 개발자 (7년 이상),"Nextjs, React, AI"
